text,language,source,label
"The Department of Human Settlements has already begun an assessment of damages to houses across the province. “An immediate task is to house those people who have been displaced by the floods and preparations are underway to provide temporary residential units,” said President Ramaphosa. The Department of Public Works and Infrastructure is identifying suitable state land that can be used for resettlement. Extensive damage The rains caused extensive damage to houses; businesses; roads and bridges; water, electricity, rail and telecommunications infrastructure.",eng,human,0
"Religious organizations have emerged as pivotal allies in the ongoing fight against the COVID-19 pandemic. With the global death toll surpassing 2.5 million as the crisis enters its second year, these communities have provided indispensable support to vulnerable populations. Through spiritual leadership and grassroots outreach, they continue to play a critical role in the world's collective recovery efforts.",eng,machine,1
Who should apply for the financial aid? South African learners who would like to study at higher institutions of learning are invited to visit the Financial Aid Office at the institution of their choice.,eng,human,0
"When the national state of disaster was declared six weeks ago, South Africa only had 61 confirmed coronavirus infections. Despite the relatively low number, expert opinion and international experience indicated that infec tions would rise exponentially. I said that urgent and drastic measures would need to be taken.Those measures – which included a nation-wide lockdown and the closure of our borders – have proved to be effective in delaying the spread of the disease. This has been possible because most South Africans have adhered to the lockdown provisions, practising social distancing and wearing face masks.",eng,human,0
"“Help your child find crea-tive ways to show affection to their friends, without going close and touching each oth-er. Get your family to sterilise themselves before entering the home, leave your shoes in the garage if you can, take all your clothes off and shower before greeting your family and be more health conscious to protect them,” she says.The department advises people with comorbidities to eat healthily, get regular exercise, manage their stress, adhere to their medical treatment plan and follow all necessary preventative measures. Insaaf Mohammed who suffers from asthma, has beaten COVID-19. If you are showing any symptoms, such as a fever, cough, or short-ness of breath, contact the COVID-19 hotline on 0800 029 999 or WhatsApp the word ‘Hi’ to 0600 123 456.",eng,human,0
"Many South Af ricans who test positive for the coronavirus (COVID-19) cannot self-isolate because their home is too small for them to live and sleep in a room that’s not shared by anyone else.Government has ensured that dedicated isolation facilities are available for people who have tested positive, and dedicated quarantine facilities are available for people who are still waiting for their test results. Both services are free.According to Dr Marlin McCay, a general practitioner based in Florida on the West Rand, the first thing you need to do when diagnosed with COVID-19 is to limit the spread of the infection. “You want to protect your family,” he says. To do this, you need to go into isolation – either at home or at an isolation facility.",eng,human,0
"Like a number of other key institutions, SARS had suffered from the ill-effects of state capture, with political meddling, mismanagement and other factors seriously affecting its efficiency. This had the direct consequence of not only undermining taxpayer morality, but also loss of business confidence in the organisation. In 2018, I appointed a commission of inquiry into tax administration and governance at SARS chaired by retired Justice Robert Nugent. The commission delivered its final report by the end of the same year.",eng,human,0
"Signs of emotional abuse can include apathy; depression; hostility or stress; lack of concentration; eating disorders; headaches, nausea and abdominal pains; and suicide attempts. Sexual abuse is the most difficult form of abuse to deal with. When a child discloses sexual abuse, it is very important that it be taken seriously and handled with sensitivity. Expressions of horror, disbelief or blame can be just as damaging to a child as the act itself.",eng,human,0
"You must have at least two cloth masks per person so you will be able to wash one and have a clean one ready for use.10.Masks should be washed with soap and hot water, rinsed thoroughly and ironed. The importance of social distancing In the battle against the highly infectious COVID-19, social distancing is extremely important to help curb the spread of this disease across the country.Social distancing is about keeping a safe distance of about 2 metres from others so that you reduce the transmission of COVID-19. This practice is very important while we are in the midst of the coro navirus epidemic where the virus spreads from person to person via an infected person passing droplets through sneezing, coughing or talking.The implementation of social distancing and the lockdown in South Africa is essential in flattening the curve, which is indicated by the number of infected people dropping. This information was supplied by the Department of Health",eng,human,0
"A MPUMALANGA emerging farmer is ploughing ahead, having already won a prestigious award and secured a substantial contract for her maize. A young female maize farmer is taking giant leaps towards becoming a successful commercial farmer. Njabulo Mbokane (24), the owner of a 200-hectare non-genetically modified organism yellow maize farm, was recently named the South African Breweries (SAB) and FarmSol Young Emerging Farmer of the Year. The Ermelo-based farmer leases two farms; one in her hometown; where she grows crops, and the other in Lothair; where she raises sheep.Despite only starting farming in 2016, Mbokane already has a year-on-year maize contract with SAB.She is part of the FarmSol programme, which is an SAB Thrive Fund initiative aimed at funding Agri-SMMEs; providing technical training and support to emerging farmers; giving access to modern production inputs and patient financing to qualifying enterprises and enabling emerging farmers to find a route to market for their produce.“FarmSol mentors us and helps us with training.",eng,human,0
"A special court is proving once and for all that crime does not pay. Although those who betrayed the state may have believed they had successfully evaded justice, the long arm of the law is finally closing in. This serves as a clear warning that no one is beyond the reach of the legal system.",eng,machine,1
"On the first day of 2022, the nation gathered in spirit to bid farewell to Arch bishop Desmond Tutu at St George’s Cathedral in Cape Town. It was a moment of great sadness as we recalled the life and contribution of a beloved compatriot who was, in many ways, the moral conscience of our nation. At the same time, his funeral was a celebration of the values he stood for. It was a celebration of the great unity and diversity of our people, and a reminder of the sacrifices made by so many to achieve our democracy.",eng,human,0
"Succes-sful developmental states have similar measures which help advance professionalism within the public service.As we note in the draft framework, “the bureaucracy must continue to loyally and diligently implement the po-litical mandate set by voters and the party, but to refrain from being political actors themselves.”We are suggesting a more rigorous approach towards recruitment and selection of public servants, induction and performance manage-ment. This includes conti-nuous learning and a clear professional development path for every public servant.The draft Framework puts emphasis on the need to hold public servants accountable for irregularities, to do away with a culture of impunity in the mismanagement and misappropriation of state resources.Professionalising the public service involves training for accounting officers across all spheres of government on the applicable legislative provisions.The National School of Go-vernment (NSG) has a vital role to play in this regard.Professionalism is not only about having the right qualifications and technical skills, but also about having appropriate standards of res-pect, courtesy and integrity in dealing with members of the public.The public service is diverse, with a huge range of skills, qualifications and capabili-ties. Many public servants have specialised skills that are necessary for the effective provision of services. It is therefore not necessarily the case that we need a smaller public service: what we actu-ally need is a fit-for-purpose public service with suitable skills, a professional ethic and a commitment to serving the people.The men and women of the public service need to be capacitated to play their role in driving development and consolidating democracy.",eng,human,0
"Public transport commuters and individuals in crowded queues are being urged to wear face masks to prevent the spread of infectious diseases. These high-traffic areas significantly increase the risk of transmission, making protective measures essential for public health. Authorities emphasize the importance of following proper mask-wearing guidelines to ensure maximum effectiveness in these environments.",eng,machine,1
"UMahlatse’s journey to success began at the age of 15, when she spent her weekends and school holidays working at a local green vegetable nursery. Motivated by a deep desire to support her mother, she dedicated her youth to mastering the art of cultivation. Today, her perseverance has paid off, transforming those early struggles into a thriving agricultural enterprise.",eng,machine,1
"How to prevent burnsBurn injuries can be pre vented around the home. Here are some tips: • Keep matches, lighters, accelerants (petrol and paraffin), candles, gas and paraffin lamps and heaters out of children’s reach. • Do not throw accelerants onto flames. This is extremely dangerous.",eng,human,0
"Securing your legacy begins with a valid will. Without one, your estate will be distributed according to the Intestate Succession Act, leaving the division of your assets to legal defaults rather than your own wishes. To ensure your loved ones are provided for exactly as you intend, it is crucial to put your affairs in order today.",eng,machine,1
"At the time, the nation was reeling from the murders of Uyinene Mrwetyana, Leighandre Jegels, Jesse Hess and a number of other wom-en who had lost their lives at the hands of brutal men.From all social backgrounds, young and old, students and working women, the peaceful protesters held aloft placards that read ‘Enough is Enough’ and ‘Am I next?’. The anguish and the anger was palpable that day. As I received their clearly articulated demands, it was clear to me that we needed to act urgently and with determination. It was important to me that I did not respond with hollow words and empty promises.A few days later, I called a joint sitting of Parliament, where we announced a R1.6 billion Emergency Response Action Plan to combat gender-based violence and femicide (GBVF).Over the six months of its implementation, public spending in various gov-ernment departments was reprioritised to support interventions for care and support for survivors, for awareness and prevention campaigns, to improve laws and policies, to promote the economic empowerment of women, and to strengthen the criminal justice system.And now we are on the cusp of the most far-reaching leg-islative overhaul in the fight against GBVF.Three key Bills relating to GBVF have been introduced in Parliament recently.",eng,human,0
"Transforming the agricultural sector is essential for ensuring food security and sustainable economic growth. By promoting the responsible use of land for both crop production and livestock, societies can better preserve their natural resources. In South Africa, leveraging vast land availability through modern and inclusive farming practices can drive significant rural development. Ultimately, this transformation aims to create a resilient food system that benefits both the environment and the population.",eng,machine,1
"Banning the sale of cigarettes is expected to protect the health of many individuals by reducing respiratory risks. Since COVID-19 is associated with airway obstruction and lung complications, smokers are considered more vulnerable to the virus. Consequently, those who smoke face a higher risk of developing severe symptoms compared to non-smokers.",eng,machine,1
"Rebuilding lives and livelihoods after devastating floods requires a comprehensive approach that addresses both physical infrastructure and community well-being. This process involves restoring essential services, supporting local business recovery, and implementing more resilient urban planning to mitigate future risks. By focusing on economic revitalization and environmental preparedness, communities can better withstand future natural disasters. Ultimately, a successful recovery fosters long-term stability and promotes more sustainable ways of living.",eng,machine,1
"The continued exclusion of the black majority from the economy’s mainstream constrains economic growth, which ultimately impacts all business. Expanding the country’s entrepreneurial base is fundamental to growth. We have a shared responsibility to drive the effort to entrench B-BBEE because it is about eradicating inequality. Unequal economies breed unequal societies, and unequal societies don’t grow and flourish.",eng,human,0
"Stage 6 load shedding has been implemented following a loss of over 18,000 MW of generating capacity. This critical shortage was caused by a combination of component failures and unplanned outages across the power grid. Officials have pledged to work tirelessly to resolve these technical issues and end the power cuts.",eng,machine,1
"She attended the foundation’s free outpatient counselling sessions for three months. “It was hard. There were many times I felt like gambling, but I stayed strong,” she says. “I feel blessed now.",eng,human,0
"I call on each and every one to remain vigilant, to continue to abide by the regulations, and to keep safe and keep others safe.As government we will be providing information on the direct interventions we are taking to shield our most vul-nerable citizens from the grim prospect of starvation.Among the many diﬃ culties our people face at this time, wondering where their next meal will come from should not be one of them.",eng,human,0
"Though it would be over three decades before the demands of the liberation movement were met, we eventually won our freedom. In relegating the apartheid Constitution to the dustbin of history, we committed our-selves to a new Constitution and a new set of values. When I addressed the Constitutional Assembly 25 years ago, I said our Con-stitution must become more than words on a page; it must become a reality in the lives of our people. Unless we do so, this pro-gressive and revolutionary document will be rendered irrelevant and meaningless.",eng,human,0
"There is an urgent call to protect women and children as the nation continues to grapple with gender-based violence. The country was deeply shaken by the brutal murders of Uyinene Mrwetyana, Leighandre Jegels, and Jesse Hess, among many others. These tragedies highlight a disturbing pattern of women losing their lives at the hands of violent men. Consequently, there is a growing demand for stronger interventions to ensure the safety and security of all vulnerable citizens.",eng,machine,1
"Fast forward to 2017 and Mashigo was announced as the second best performing learner with special needs in the matric class of 2017 in South Africa. He passed matric with flying colours, achieving three distinctions and being accepted by the University of Pretoria to study Public Management and International Relations. He said without the assistance of the South Africa Social Security Agency (Sassa), his dreams would not have come true. “My mother is unemployed so from a young age I have been getting the disability grant from Sassa, which had such a huge impact on my family,” he said.",eng,human,0
"The legal dissolution of marriage serves as the final step when a union is officially terminated. This process signifies that there is no longer any viable means of restoring the relationship between the spouses. Additionally, it provides a formal framework for the division of shared assets and the enforcement of agreed-upon terms.",eng,machine,1
"Many women and children who have suffered GBV, for example, rape, are anxious about going to court to testify and relate intimate details of events in front of strangers. This service will help them feel more at ease. GENERALYou can contact the court preparation manag-er/coordinator in your province by calling or emailing the contacts below: • Eastern Cape (Grahamstown) – Pumla Nomfemele 041 502 5443 – Pnomfemele@justice.gov.za • Eastern Cape (Mthatha) – Sindisiwe Buthelezi – 047 501 2646 – Sbuthelezi@npa.gov.za • Free State – Ena Liebenberg 051 410 6029 Eliebenberg@npa.gov.za • Gauteng (Johannesburg) Asewa Fundi – 011 220 4085 – Afundi@npa.gov.za • Gauteng (Pretoria) – Esther Kabini – 012 351 6713 – Ekabini@npa.gov.za • Kwa-Zulu Natal – Roelien Wiesner – 033 3928712 – Rwiesner@npa.gov.za • Limpopo – Reneilwe Mashamaite – 015 483 0302 – Rmashamaite@justice.gov.za • Northern Cape – Henley Nathan Sass – 054 337 5375 – HSass@justice.gov.za • North West – Mmanotshe Seletisha – 012 700 9000 – Mseletisha@justice.gov.za • Western Cape – Gary Titus – 021 487 7287/021 421 7287 Gvtitus@npa.gov.za • NSP Head Office Karen Tewson – 012 845 6399/012 812 6399 – Ktewson@npa.gov.zaOther important contact numbers to keep: • SAPS Emergency Service: 10111• GBV Command Centre: 0800 428 428 or dial *120*7867# from any cellphone.• Persons with disabilities: SMS ‘help’ to 31531• Women Abuse Helpline: 0800 150 150• Childline South Africa: 0800 055 555 • SAPS Crime Stop: 0860 10111 or SMS 32211• GBVF-related service complaints (SAPS): 0800 333 177/complaintsnodalpoint@saps.gov.za• Domestic Violence Helpline: 0800 150 150 • AIDS Helpline: 0800 012 322",eng,human,0
"One of the organisations supported by the fund is the KwaZulu-Natal based Gugu Dlamini Foundation, which received R250 000 from the GBVF in 2022. Executive Director of the Gugu Dlamini Foundation, Mandisa Mabaso, established the foundation in 2010 after her mother – the late Gugu Dlamini – was stoned to death in 1998 in Durban for disclosing her HIV-positive status. “The foundation aims to strengthen local governance to improve the GBVF response, which is essential to achieving HIV epidemic control in South Africa,” says Mabaso. “It also aims to reduce HIV/AIDS infections, increase access to care and improve health outcomes for females and males infected and affected by HIV/AIDS,” she adds.",eng,human,0
"She also warned against sharing videos or images of child pornography online. “It has become a norm to share content on social media. But sharing this type of content is evidence of child abuse. Being in possession of such content or sharing it is a criminal offence,” added Poto.",eng,human,0
"We have said that we are taking a gradual approach, guided by the advice of our scientists and led by the realities on the ground and consultations with stakeholders. In the last few weeks, as we have prepared to return to school, we have had extensive and detailed discussions with all role-players in the education sphere. These have guided our approach to this complex and challenging task. Several of these stakeholders – including teachers and parents – have expressed concern about the state of readiness in many schools.",eng,human,0
"Only a functional and efficient government, grounded in the rule of law, can truly fulfill its mandate to improve the lives of its citizens. This necessitates a public service defined by professionalism and specialized training to ensure that development goals are met effectively. By investing in a highly skilled workforce, the state can transform its policy commitments into tangible progress for all.",eng,machine,1
"Although many restrictions have been lifted, it does not mean they will not return should we experience a significant rise in infections. This pandemic is a matter of life and death. We need to adapt and we need to be vigilant. In the days, weeks and months that lie ahead, we must urgently focus our efforts on recovery.",eng,human,0
"Childhood cancer is an increasing global concern, affecting approximately one in every 408 children before the age of 15. It is crucial for parents and caregivers to recognize early warning signs, such as unexplained weight loss, persistent fever, or the appearance of unusual lumps and bruises. Early detection is key to improving treatment outcomes and increasing survival rates. If any concerning symptoms persist, seek medical advice from a healthcare professional immediately.",eng,machine,1
"This community-based initiative aims to restore hope by empowering victims and educating them about their fundamental rights. The program provides essential support to more than one million residents in Thohoyandou and the surrounding areas. By increasing awareness, it helps individuals better understand and advocate for their own legal protections.",eng,machine,1
"African and Indian communities were united in the strug-gle against apartheid and, together with other com-munities, remain committed to a united and democratic society.In response to the fear and mistrust, the people of Phoenix and the neigh-bouring areas of Bhambayi, Zwelitsha and Amaoti are working to repair the damage. Aided by a peace forum established by the South African Police Service in partnership with community leaders, the communities have come together to support those affected by the unrest and to open channels of dialogue.This is not the only part of the country that is confronted with such challenges.Our efforts to build integrated communities are frustrated by the legacy of apartheid planning and persistent inequality. Our cities, towns and rural areas are still all divided by both race and class. This discourages cooperation and understanding, and hampers the work we have undertaken to build a non-racial society.Correcting these spatial distortions must be part of our work of building an inclusive economy and improving the living conditions of all South Africans.",eng,human,0
"Who will get the vaccine first?The country’s estimated 1.25 million healthcare workers will receive the vaccine first. In Phase Two, essential workers such as teachers, police, municipal workers, taxi drivers and other frontline personnel; people in institutions such as old age homes, shelters and prisons; and people over 60 and adults with co-morbidities will be prioritised.In Phase Three, about 22.5 million of the remaining adult population will be vaccinated. The target is to vaccinate 67% of the population by the end of 2021. By then we should reach herd immunity.",eng,human,0
"To facilitate the voter registration process, 22,932 voting centers will be open from 08:00 to 17:00 during the designated registration weekend. This period serves as a critical opportunity for eligible citizens to ensure they are registered to vote. Special emphasis is placed on allowing first-time voters to easily access these services and join the electoral roll. Registering is an essential step for anyone wishing to participate in the democratic process.",eng,machine,1
"»Wash your hands with soap thoroughly. Wash the back of your hands, between the fingers and under the nails. Always wash your hands with soap before you eat and after being out in public. »Cover your mouth with a tissue paper when you cough and sneeze.",eng,human,0
"More than 400 people have lost their lives in KZN and many people are missing. One death has also been reported in the Eastern Cape. Over 4 000 homes have been destroyed and 8 300 have been partially damaged, leaving 40 000 people homeless. The President said that the South African Police Service (SAPS) and the South African National Defence Force (SANDF) have been leading search and rescue efforts.",eng,human,0
"If we succeed in doing so, we are likely to end AIDS as a public health threat by 2030.Unfortunately, we are not there yet. We have to do far more to ensure that young people are empowered to prevent infections, including through changing behaviour, accessing condoms and testing regularly. We need to make sure that everyone who is infected has access to treatment and care.We need to work harder on HIV prevention among key populations, including sex workers, men who have sex with men, and people who inject drugs. We must end the stigma and discrimination towards these populations.",eng,human,0
"The rising cost of living has made it increasingly difficult for many people to afford basic necessities, such as food, utilities, and transportation. These financial pressures put a significant strain on household budgets, making everyday survival a challenge. To navigate these hardships, it is essential for communities to cooperate and support one another through shared resources and collective planning. By working together, individuals can find sustainable ways to reduce expenses and ensure that no one is left behind during economic instability.",eng,machine,1
"Letsatsi says people who continue to receive child support grants after the children are no longer in their care, will be required to repay the amount received unlawfully. They may also be subject to criminal prosecution if the intention to defraud the state can be confirmed. The same consequences apply to people who misuse care dependency grants – which are given by SASSA to provide financial support to children with severe disabilities who require fulltime care, disability grants or older persons grants. “If the money is used for alcohol, drugs or gambling, and not for the support of the person who qualifies for the grant, the same process of reporting should be followed,” says Letsatsi.",eng,human,0
"A total of 9,556 individuals, the majority of whom were women, were victims of rape between Ntulikazi and Mandulo in 2021. This figure represents a 7% increase compared to the previous reporting period. The statistics highlight a significant rise in the prevalence of gender-based violence during this timeframe.",eng,machine,1
"A recent report spanning the final quarter of 2017 reveals significant progress in the crackdown on rhino poaching. Data shows a marked increase in arrests and investigations, leading to a higher conviction rate for those hunting rhinos for their horns. These results signal a strengthening of law enforcement efforts to protect endangered wildlife. This momentum remains vital in the ongoing mission to save our rhinos.",eng,machine,1
"A number of companies have had to implement salary cuts, reduce staff numbers or reduce hours worked. Regrettably, some publications have even been forced to close, among them some of South Africa’s most established and well-known magazine titles.The job losses that have resulted from the lockdowns have exacerbated a crisis for media companies already facing challenges like loss of advertising revenues, falling circulation and market share being taken by mobile-first news and other technologies. These financial difficulties are being faced across the board, from online titles to traditional broadsheets to the public broadcaster.This was one of the issues that was raised sharply during my engagement with the South African National Editors’ Forum recently. Instead of lamenting their fate, however, the media industry is working hard to refine business models, to drive innovation and to retain staff as much as possible.",eng,human,0
"The first time Karmilla said ‘I was raped’ was in an argument with her mother, who didn’t like the way she was living her life. After trying therapy, which didn’t work, Karmilla moved out. Soon after, she met her husband and the next stage of her recovery began. “He respected me and was the first man I talked to about the rape.",eng,human,0
"Enock’s tragic death is a heartbreaking reminder that far too many children perish due to preventable circumstances when adults fail in their fundamental duty of care. His story is not an isolated incident, but rather a symptom of a broader failure to protect our most vulnerable citizens. It is now imperative that we commit ourselves to building a nation that truly cherishes, protects, and safeguards every child.",eng,machine,1
"We call on all parties involved to show restraint, to respect human life and to cease the current hostilities. As South Africa, we are committed to being part of international efforts aimed at reviving a political process that will lead to the establishment of a viable Palestinian state existing side-by-side in peace with Israel and within internationally recognised borders. The two-state solution remains the most viable option for the peoples of Israel and Palestine and must continue to be supported. Just as Israeli security forces were attacking worshippers at the Al-Aqsa Mosque, we in South Africa were preparing to commemorate the centenary of the Bulhoek Massacre at a religious site in Ntabelanga in the Eastern Cape.",eng,human,0
"Though much focus in recent times has been on whistleblowers in the public sector, we also owe a debt of gratitude to those in the private sector whose actions receive less attention, but are equally important.Whistleblowers are important guardians of our democracy. They raise the alarm against unethical acts and practices in government and organisations.They speak out in good faith and with a reasonable expectation not only that action will be taken on their disclosures, but that they will be protected and not suffer victimisation or prejudice.In South Africa there is extensive legislative protection for whistleblo-wers, including through the Protected Disclosures Act, Labour Relations Act, Companies Act, Protection against Harassment Act, and the Constitution itself.In addition, the Depart-ment of Justice and Correctional Services, working with other law-enforcement agencies, administers the Office of Witness Protection to pro-vide support to vulnerable and intimidated witnesses in any judicial proceedings.Entering witness pro-tection is voluntary, and neither the SAPS nor the NPA can compel a witness to do so. Should a witness receive threats to their life or feel unsafe, they have to inform investigators and apply for admission to the pro-gramme. This successful programme has played a key role in securing succes-sful prosecutions since its inception, particularly with regards to organised crime.It is clear that as the fight against corruption gathers momentum, we need to urgently review our cur-rent approach not only to witness protection, but also to the broader protection of whistleblowers.While numerous systems are in place to enable whistleblowers to report anonymously, we need to tighten up existing systems and provide greater support to those who publicly come forward with information.As society, we need to identify where existing laws and policies are inadequate in protecting the livelihoods, reputations and safety of whistleblo-wers – and work together to address these.The intent of the criminals who target whistleblowers is not only to silence parti-cular individuals – it is also to send a message to other potential whistleblowers.",eng,human,0
"The Zulu people recently laid to rest His Majesty King Goodwill Zwelithini ka Bhe-kuzulu who reigned for half a century. In January, the Ba-pedi people buried Kgoshik-golo Thulare Thulare III, who passed away less than a year after his inauguration.With their passing, we have lost champions of the preservation of our heritage, and revered custodians of the histories of their respective peoples.At the same time, they were vital players in rural develop-ment, and were committed to driving programmes to uplift the material conditions of their people.With the advent of demo-cracy in 1994, it was a prio-rity of the new government to restore the integrity and legitimacy of traditional leadership in line with indi-genous law and customs and subject to the Constitution of the Republic.The institution of traditional leadership continues to play an important role in the lives of millions of people around our country, especially in ru-ral areas. Traditional leaders support and drive develop-ment in their communities.Recently, I had the op-portunity to participate in the debate on the opening of the National House of Traditional Leaders, which was concerned with the most pressing issues currently fa-cing the country.What was particularly refreshing about the robust engagement was that tradi-tional leadership has a keen appreciation of the difficult economic conditions facing our country, and want to be part of addressing the many challenges of underdevelop-ment and poverty in their areas. I have consistently said that our economic recovery in the wake of the Coronavirus pandemic must be inclusive, and that nobody must be left behind.",eng,human,0
"The ongoing repairs on the N3 highway are providing a significant boost to South Africans by improving essential transport infrastructure. Uzondi, whose company has built a stellar reputation, highlighted the exceptional skill of his team, noting that his female staff are just as capable as any men in the field. By focusing on time management and meeting critical objectives, the company continues to drive meaningful progress for the community.",eng,machine,1
"Structural problems in these areas have long been cited as some of the main constraints on South Africa’s economic growth. Inefficiency and the high cost of network services are an impediment to doing business in the country. To address and overcome these challenges, we set up Operation Vulindlela in October 2020 as an initiative of the Presidency and National Treasury to accelerate structural reforms in these network industries. While the responsible government departments and entities drive these reforms, Operation Vulindlela monitors and identifies challenges and blockages.",eng,human,0
"If you have any problems such a painful nipples or breasts, be sure to go the clinic early for help. The department strongly recommends exclusive breastfeeding because it helps the baby develop a stronger immune system, and a stronger bond between mother and baby. Breastfeeding also reduces the mother’s risks of developing breast cancer. Breastfeeding myths and facts There are several myths asso-ciated with breastfeeding, the department debunked these myths by answering the following frequently asked questions by mothers who are HIV positive and those who are not HIV positive.Question: My neighbour said that I should get some medicine to clean my baby's stomach.",eng,human,0
"Childline South Africa, a non-profit organization dedicated to protecting children from violence and promoting their rights, emphasizes the importance of open communication between parents and their children. They assert that regular dialogue is essential for parents to truly understand and get to know their children. This approach helps ensure that children are safe and their fundamental rights are upheld.",eng,machine,1
"By equal measure, our people have demonstrated their commitment to adhering to public health protocols and to social distancing. And they correctly appreciate that they must continue to avoid large gatherings . We are now at a time where precaution is needed above all. The Coronavirus pande-mic has not been eliminated, either in our own country or around the world.",eng,human,0
"Through the Pro-Active Land Acquisition Strategy and the release of state-owned land for agriculture, we are supporting more small-scale farmers to expand their businesses and make them commercially successful. We are also focusing on establishing more publicprivate partnerships to support the expansion of black commercial farming through initiatives like the Partners in Agri Land Solutions and the Agricultural Development Agency. To enhance biosecurity and safeguard animal health against diseases like foot-and-mouth, we are strengthening our animal movement control measures and vaccine production capabilities. In addition to boosting local food production, our extensive social grants system and zero-rating of basic goods helps to protect the poor from rising costs.",eng,human,0
"Due to a lack of rainfall, water levels in dams have dropped significantly according to the Department of Water and Sanitation. To prevent the arrival of ""Day Zero,"" authorities are implementing strict water-saving measures to manage the remaining supply. It is essential for everyone to reduce their water consumption and adopt sustainable habits to ensure that communities do not run out of this vital resource.",eng,machine,1
"2018 Tax proposals ■ An increase in value-added tax (VAT) from 14 to 15 percent, effective 1 April 2018. ■ A below inflation increase in personal income tax rebates and brackets, with greater relief for those in",eng,human,0
"More than 100 000 subsistence farmers are registered on the first-ever database of its kind where they have access to technical support. More than 30 000 young people have been given opportunities in the cultural, creative and sports sectors. Young professionals have been given opportunities in infrastructure development, healthcare, environmental conservation and a number of other sectors. There are promising indi cations that our economy is steadily recovering, with growth and job creation in a number of sectors, from manufacturing to mining to agriculture.",eng,human,0
"The legal dissolution of marriage occurs when a marital union is formally terminated through a court of law. This process is typically pursued when it is determined that the relationship has irretrievably broken down and there is no longer any viable way to restore the bond. Furthermore, a legal divorce provides a structured framework for the fair division of joint assets and the enforcement of terms previously agreed upon by both parties.",eng,machine,1
"She had to have brain surgery to remove a scar on her brain.“I’m now three years post-transplant and living a life I never thought possible, thanks to my German donor’s amazing act of humanity and kindness.” Be someone’s hopeNaledi Senamela (14) was diagnosed with leukaemia (blood cancer) in May 2020. She joins countless patients who need a matching donor.“Since my diagnosis, I cannot perform well at school. I can’t play sport or do the things I used to enjoy,” says Senamela, who dreams of becoming a doctor.Willing donors between the ages of 18 and 55 can assist Senamela and many others in need of a donor by registering on the Sunflower Fund’s website. All it takes is a simple cotton swab and a few minutes of your time.",eng,human,0
"Go George is a public transport initiative designed to improve accessibility and empowerment for people with disabilities. By integrating inclusive features, the George Municipality has set a high benchmark for how public transportation systems should serve all members of the community. This approach demonstrates the vital role that local government plays in removing mobility barriers to ensure social inclusivity.",eng,machine,1
"We are deploying digital technologies to strengthen the identification, tracing and isolation of contacts, and to provide support to those who test positive. As we now approach the peak of infections, we need to take extra precautions and tighten existing measures to slow down the rate of transmission. Regulations on the wearing of masks will be strengthened. Employers, shop owners and managers, public transport operators, and managers and owners of any other public building are now legally obliged to ensure that anyone entering their premises or ve-hicle must be wearing a mask.",eng,human,0
"Some had approached the courts on the basis of the urgency of their cases had their urgency argu-ments dismissed and others have found other avenues for the relief they sought. Others have subsequently withdrawn their applications following engagement with government.While we would prefer to avoid the need for any legal action against government, we should accept that citizens who are unhappy with whatever action that government has decided on implementing have a right to approach our courts for any form of relief they seek. This is a normal tenet of a constitutional democracy and a perfectly acceptable practice in a country founded on the rule of law.We have checks and balances in place to ensure that every aspect of governance is able to withstand constitutional scrutiny. Where we are found wanting, we will be held to account by our courts and, above all, by our citizens.",eng,human,0
"World Down Syndrome Day is observed to raise awareness about Down Syndrome, a chromosomal disorder that occurs during pregnancy. According to medical experts like Dr. Midah Maluleka, the condition is characterized by the presence of an additional chromosome. The day serves to educate the public and promote the inclusion and rights of individuals living with this condition. By sharing knowledge, the celebration aims to reduce stigma and improve the overall quality of life for those affected.",eng,machine,1
"The SIU has in a number of cases approached the Tribunal to delay the payment of pension benefits, pending the outcome of its investigations, to public servants implicated in financial irregularities or fruitless and wasteful expenditure. The cases before the Special Tribunal show that much work still needs to be done to strengthen governance and management across all arms of the state. They point to serious lapses on the part of accounting officers and failures to adhere to laws and regulations governing procurement I have said before that winning the war on cor ruption will be difficult, and that it will take time to unravel the vast webs of patronage that had become entrenched. I have also maintained that we must fight private sector corruption with equal vigour, because for every public sector employee willing to be bribed, there is a business person willing to pay a bribe.",eng,human,0
A community-based empowerment program is restoring hope for victims by educating them on their fundamental rights. The initiative focuses on providing essential legal and social awareness to help individuals navigate their challenges. It currently serves more than one million residents in Thohoyandou and its surrounding areas.,eng,machine,1
"The Government Communication and Information System (GCIS) and Digify Africa recently hosted a webinar aimed at ensuring children remain safe while navigating the internet. In collaboration with Media Monitoring Africa (MMA) and the Film and Publication Board (FPB), the session addressed the growing challenges of digital safety for minors. The initiative sought to provide parents and educators with essential tools and knowledge to protect young people in an increasingly connected world.",eng,machine,1
"There is a firm commitment to working diligently to end the ongoing load shedding. The current power crisis was triggered by the loss of more than 18,000 megawatts of generating capacity. This significant decline resulted from various component failures and unplanned technical breakdowns. Efforts are now focused on resolving these issues to restore stability to the electricity grid.",eng,machine,1
