text,language,source,label
"Arendse grew up in the small Western Cape town of Beaufort West. After school, she tried studying at a college in Oudtshoorn, but decided to move back home to support her family. She worked at a supermarket for a while, but then firefighting caught her eye. “I saw the firefighters in their uniforms and the big red trucks.",eng,human,0
"Zanele Ludziya, a community mental health specialist at Stikland Hospital in the Western Cape, emphasizes that those grieving the loss of a loved one are not alone. She notes that coping with such a loss is never an easy process. Her guidance aims to provide emotional support and reassurance to individuals navigating the difficulties of bereavement.",eng,machine,1
That the men and women carrying out this most noble and sacred of duties are them-selves falling ill and dying is a devastating blow. They are on the frontline of fighting this pandemic. They are working under great pres-sure and must carry the psy-chological strain of knowing they are at risk of contracting the virus. They are the true he-roes and heroines of our battle against coronavirus.,eng,human,0
"The commission ensures that the rights of the public are protected. South Africa is an open democracy, committed to fundamental human rights, including the right to equality and the inherent dignity of the person, as per the provisions of the Constitution. Register a complaint Victims of GBV and abuse can call the CGE’s toll-free number 0800 007 709 to register a complaint. They can also send a message to the Facebook page: Gender Commission of South Africa.",eng,human,0
"Abaqaphi beziqiwu basaqhubeka nokusebenza kanzima ukuvikela obhejane ekubulaweni okungemthetho. UNyawo, oyingxenye yabasebenzi abaqaphe ezemvelo ngaphansi kwe-EPWP, ugcizelela ukuthi ukufundisa umphakathi kusemqo-ka ekunakekelweni kwemvelo. Ukholelwa ukuthi ukushintsha imicabango yabantu yiyo eyozovikela lezi zilwane eziyigugu ekupheleni.",zul,machine,1
"It’s more than a monetary award, it served as affirmation of our values and recognition of our leadership potential. “It came with the responsibility of setting the tone and benchmark for future scholars; living the principles of leadership, as embodied by patron Mandela; and giving substance and form to his vision of building exceptional leadership capacity in Africa. I was truly humbled and honoured to be a part of this great vision.”Born in Guguletu in 1983, Dr Godong-wana matriculated from Fezeka Senior Secondary School as the best academic achiever in 2000. He completed his under graduate studies in Chemical Engineering in 2004 and, along with being awarded the scholarship, was named the Learning Cape Festival Icon by the Western Cape",eng,human,0
"Umbiko wokugcina woPhiko Olukhethekile Kwezokuphenywa Kwamacala (i-SIU) uveze ukuthi ababhebhezeli benkohlakalo ye-COVID-19 manje sebabhekana nomthetho ngqo. Lolu phenyo olubanzi luveze ukusetshenziswa budedengu kwezimali ezazibekelwe ukulwa nale nkinga kuzo zonke izinhlaka zikahulumeni. Ngakho-ke, i-SIU isaqhubeka nemizamo yokubuyisela le mali eyabiwa ukuze kube nokubona komthetho nokuzibophezela kwabo bonke abathintekayo.",zul,machine,1
"Yolisa overcame a childhood of poverty in the Eastern Cape by discovering a passion for arts and crafts. Through her skill in beadwork, she achieved significant success and built a thriving creative career. She now leads her own organization dedicated to sharing her knowledge and empowering others to succeed.",eng,machine,1
"UNyawo, oyingxenye ya basebenzi abaqaphe ezemvelo ngaphansi kwe-EPWP , ukholelwa ukuthi kusemqo -ka ukufundisa umphakathi ngokunakekela imvelo. “Sifisa ukuphuma sifundise umphakathi ukuthi kungani kubalulekile ukunakekela imvelo. Kulapho-ke umphakathi uzoqonda indima yezilwane nezinyamazane zasendle,” ngokusho kukaNyawo. Lolu hlelo, okuwuhlelo olufundisa intsha yaseNingizimu Afrika amakhono ewadingayo ukuze isebenze emkhakheni wokongiwa kwemvelo, izilwane zasendle nezitshalo, lolu hlelo lusize uNyawo ukuba anakekele umndeni wakhe.",zul,human,0
"Ngesikhathi u-Bev erly Mhla bane ethatha uhambo oluya esito lo eyothenga amaqanda, wayengazi ukuthi uma ebuyela ekhaya usengaba nombono wokuhlanganisa ibhi zinisi lakhe eliphumelele. “Ngelinye ilanga ngaya esi tolo ngiyothenga amaqanda futhi ngathola ukuthi amaqanda amba eqolo kakhulu ngabe senginqu ma ukuthenga izinkukhu ezilishumi ezibeka amaqanda ukuze sizotholela umndeni amaqanda,” kusho yena. Inkukhu ibeka iqanda njalo emva kwamahora angama-26, lokho okuchaza ukuthi uMhlabane utho la isilinganiso samaqanda ayisishiyagalombili noma ayisishiyagalolunye ngosuku. Emva kwezinyanga ezimbili, waqala wathengise la omakhelwane amaqanda.",zul,human,0
"Many business owners experience deep emotional distress when a venture they built from the ground up struggles or faces closure. Providing comprehensive support for both businesses and their employees is essential to navigate these challenging periods and maintain stability. Through strategic financial assistance and professional guidance, enterprises can overcome obstacles and avoid permanent shutdown. Ultimately, a strong support system protects livelihoods and ensures long-term economic resilience.",eng,machine,1
"Emavikini okuqala amabili kuvulwe lesi sikhwama, kwanikelwa imali engaphe-zu kwamabhiliyoni amabili amarandi, ezosetshenziswa emizamweni yokusiza. Ukwesekwa KweziphazaUhulumeni uzibonile izingqi namba ezilethwe ubhubhane kulabo somabhizinisi abathengisa emgwaqeni. Ngalokho ke, uNgqongqoshe Wezokuthuthukiswa Kwama-bhizinisi Amancane uKhu-mbudzo Ntshavheni naye usekhiphe izinhlelo zokwese-ka labo bantu abasebenza kulo mkhakha.Lokhu kubandakanya uhle-lo lokweseka iziphaza. “Ukwesekwa kweziphaza kuzobandakanya ukuxhuma-na okubhekiswe ngqo kwizi-phaza, amandla okuthenga kanye nokuthenga inqwaba yezimpahla kubathengisi abakhethiwe nabavumelekile,” kuchaza uNgqongqoshe.",zul,human,0
"Abavoti ababhalisiwe, abanemininingwane yabo yekheli engekho ohlwini lwabavoti, bangahlinze-ka imininingwane edingekayo esikhungweni sabo sokuvota ngesikhathi sokubhalisa. “Sidinga ukuthi abavoti bafike futhi basebenzise ithuba,” kusho uMamabolo. “Ikhomishani Yokhetho Ezimele ayikabi namakheli abavoti cishe abayizigidi eziyi-2.8. ngaphezu kwalokho sinamakheli ayizigidi eziyi-3.5 abekwe kuhlu ‘lwa ngaphelele’ noma ‘angacacile’.",zul,human,0
"According to the Road Traffic Management Corporation (RTMC), only 42% of the 32 748 driver’s licence cards produced during this time have been collected. Minister of Transport Fikile Mbalula opened the RTMC licensing centres in Midrand and Eco Park last year, in response to the backlog of expired driver’s licences due to COVID-19.The Driver’s Licence Card Account, which prints the licences, is working around the clock to fast-track production and remains on course to clear the backlog by the end of June. The RTMC says people can check the status of their application before going to the testing centre to collect it. This can be done by SMS or online.",eng,human,0
"Go George is taking significant strides in improving accessibility and support for people with disabilities. This initiative aligns with a growing national trend as municipalities increasingly step in to address mobility challenges within their communities. By prioritizing inclusive transport solutions, the George Municipality is setting a new standard for how public infrastructure can better serve all citizens.",eng,machine,1
"Many South Af ricans who test positive for the coronavirus (COVID-19) cannot self-isolate because their home is too small for them to live and sleep in a room that’s not shared by anyone else.Government has ensured that dedicated isolation facilities are available for people who have tested positive, and dedicated quarantine facilities are available for people who are still waiting for their test results. Both services are free.According to Dr Marlin McCay, a general practitioner based in Florida on the West Rand, the first thing you need to do when diagnosed with COVID-19 is to limit the spread of the infection. “You want to protect your family,” he says. To do this, you need to go into isolation – either at home or at an isolation facility.",eng,human,0
Ukuhola uBumbano Lwamazwe ase-Afrika (i-AU) kuyinto ekusho lukhulu efuna ukubekezela okungaka. Le nkathi yaqala ngonyaka obubukhali lapho kwabikwa isigameko sokuqala ngqa segciwane le-corona ezwenikazi ngenyanga eyodwa nje yokungena esikhundleni sokuBa Sihlalo. Lokhu kwenze ukuba lokhu kuhola kube ngumthwalo osinda kakhulu eqhulwini ngenxa yezinga lezinselelo ezibhekene nohulumeni.,zul,machine,1
"Employers of childcare facilities have a legal responsibility to ensure a safe environment for the children in their care. To achieve this, it is mandatory to screen all employees against the National Register for Sex Offenders (NRSO). This critical process prevents individuals with a history of sexual offenses from working with vulnerable children. By adhering to these legal requirements, employers can effectively protect children and maintain a secure facility.",eng,machine,1
"Although the latest outbreak was of relatively few cases, the government swiftly re-imposed lockdown restrictions. Similar restrictions have had to be reimposed in several parts of Europe as they experience a ‘second wave’ of infections. These experiences show just how swiftly things can change when it comes to COVID-19. It is a wake-up call to any among us who may harbour illusions that we are even close to seeing the end of this grave public health emergency.",eng,human,0
"Ukwakha isisekelo sotshalomali kubalulekile ekuthuthukiseni umnotho nokudala amathuba amasha okukhula. Ngakho-ke, kusukela ngowezi-2018, kubekwe uhlelo lweNgqungquthela Yotshalomali ukuze kukhuthazwe ukungenisa imali entsha. Lo mkhankaso uhlose ukutshala imali efika ku-R1.2 biljiyoni eminyakeni emihla nu ukuze kuqinisekiswe ukuthuthuka okuzinzile. Ngale ndlela, isisekelo esiqinile sotshalomali sizosiza ekwakheni ikusasa eliqhakazile nelizinzile.",zul,machine,1
"Ukwethulwa kwale Mithetho sivivinywa yomibili kusho ukuthi iNingizimu Afrika isiseduze ekufinyeleleni izi nsizakalo zempilo ezingujike lele okusho ukuthi i-NHI ma duze nje izoba ngumthetho. I-NHI yindlela yokuxhasa ngezimali ezoqinisekisa uku thi zonke izakhamuzi zase Ningizimu Afrika zihlinze kwa ngezinsizakalo zempilo ezibalulekile, kungakhatha liseki isimo sabo sokusebe nza kanye nokuthi bazokwazi na ukuba nabakufakayo ngqo esikhwameni. UMotsoaledi uthe uhulume -ni wazi kahle kamhlophe uku thi abanye abantu bakholelwa ukuthi ngaphambi kokukhu luma nge-NHI, kunesidi ngo sokulungisa izinsizakalo zempilo ezikhungweni zokwe lapha zikahulumeni ezidonsa kanzima kuqala. Uthe uhulumeni uzazi kahle izinkinga zekhwalithi embi kanye nokuntuleka koku sebenza kahle ohlelweni lwezempilo lukahulumeni.",zul,human,0
"The government continues to prioritize the prevention of corruption within its public services to ensure integrity and transparency. To support this effort, a National Anti-Corruption Hotline has been established to make reporting easier for the public. This initiative encourages community members to share information and report corrupt activities directly. By providing this accessible channel, the government aims to effectively combat corruption across all levels of administration.",eng,machine,1
"UPhiko Lohlelo lukaHulumeni Lwezokuxhumana Nokudluliswa Kolwazi (i-GCIS) kanye ne-Digify Africa kamuva nje basingathe isithangami ku-inthanethi neMedia Monitoring Africa (i-MMA) kanye ne-Film and Publication Board (i-FPB) ukufundisa abantwana, othisha, abazali kanye nomphakathi indlela yokuziphatha kuinthanethi. UPhakamile Khumalo, uMlawuli Wohlelo Lokuthu thukiswa Kwamakhono Abantu Nabezindaba e-MMA, uthe izingane eziyisikhombisa kwezilishumi eziphendule imibuzo njengengxenye yocwaningo olubizwa nge-SA Kids Online Study zithe zisebenzisa i-inthanethi ngaphandle kwemvume yabazali bazo. Zine kuphela izingane kwezilishumi ezithe zinolwazi oluthile mayelana nokuphepha kwi-inthanethi. Lokhu kubonisa ukuthi izingane zidinga amakhono kanye nezinsiza ezizozisiza ukuthi zisebenzise i-inthanethi ngokuphepha.",zul,human,0
"Ungasiza izi ngane zakho ngokuzincoma ngokuzama ukusiza kanye nangokusebenzisa lokho ezikucabangayo, ubuhlakani kanye nokudlala kwazo; zigqugquzele ukuthi zikhu lume; zenze zizizwe zikhe thekile; futhi nawe wethe mbeke, ukuze zikwazi uku thembela kuwe. Indlela yokuziphatha elimazayo ayemukelekileAkwemukelekile nanini ukulimaza izingane. Indlela yokuziphatha elimazayo ihlanganisa ukuzimemeza, ukuzithuka ngenhlamba, uku zesabisa kanye nokuzijivaza. Ukuthuka inhlamba phambi kwezingane noma ukuthuka izingane ngenhlamba kunge nzeka kuzenze zizizwe zinga vikelekile futhi zisengozini.",zul,human,0
"This is needed as a matter of urgency to ensure that businesses can stay afloat and that jobs can be sustained. At different times in our democracy’s history, we have been confronted with events and circumstances that have severely tested the resolve of our people and the effectiveness of our institutions. We have seen extraor dinary solidarity and support to affected communities in KwaZuluNatal, Eastern Cape and North West. Municipal and provincial governments have been working closely with national departments and agencies to enable people to rebuild their lives and to get local economic activity back on track.",eng,human,0
We need to ensure that these investigations are thorough and concluded without delay. The country needs to know what happened. Arrangements are being made to ensure that the work of Parliament can continue even if the buildings cannot be used. It is vital that Parliament continues to consider and pass laws that will transform society and continues to provide oversight and ensure accountability as government works to implement the mandate it received from the people.,eng,human,0
"Kubalulekile ukuqonda umehluko nokubaluleka kokwelashwa kwe-ADHD ne-ADD. I-ADHD ibonakala ngokuhluleka kwengane ukugxilisa umqondo kanye nokungakwazi ukuzilawula, kanti i-ADD igxile kakhulu ekuhlulekeni ukugxilisa umqondo entweni eyodwa. Uma lezi zimo zingalashwa ngesikhathi, zingaba nomthelela omubi kakhulu ekuthuthukeni nasekufundeni kwengane.",zul,machine,1
"Recently, I announced the appointment of the new Broad-Based Black Economic Empowerment Advisory Council, which comprises government, business, labour and other stakeholders. It was established to champion the cause of economic transformation. The council has its origins in a 2001 report produced by the BEE Commission. This report emanated from an extensive study into the structure of the South African economy, and what was needed to transform the economy, grow black entrepreneurship, ensure greater black management and ownership of busines ses, and bring black women into the mainstream of the economy.",eng,human,0
"I-Israeli ne-Palestine zinxuswa ukuthi zidinge indlela yokuthula ukuze zigcine impi nezinhlekelele. Kunikezwa isibonelo saseNingizimu Afrika, eyisizwe esiphumelele ekuxazululeni izingxabano ezinzima ngokuhlangana nokuxoxa. Lokhu kukhombisa ukuthi ukuxoxisana ngokuthula kuyindlela eyodwa efanele yokuthola isisombululo esihlala isikhathi eside. Kubalulekile ukuthi lezi zizwe zibambisane ukuze kulethe ukuthula okuqinisile kubo bonke abantu.",zul,machine,1
"The Best District award was won by Umzinyathi (KwaZulu-Natal). The ZF Mgcawu District (Northern Cape) came second and Metro North (Western Cape) came third. Each district won office and computer equipment. In 2020/21, the NSNP provided meals to children at 21 189 schools.",eng,human,0
"Who can apply for child support grant? According to Letsatsi, any South African citizen, permanent resident or documented refugee who cares for a child, whether or not that child is his or her biological child, may apply for a child support grant, provided he/she meets the criteria listed below: • The child and caregiver must live permanently in South Africa. • The caregiver must be 16 years of age (in the case of child-headed households) or older. • The child must be younger than 18.",eng,human,0
"Misusing child support grants is a criminal offense, according to SASSA spokesperson Paseka Letsatsi. While the grant—currently R480 per child per month—is paid directly to the caregiver, Letsatsi emphasized that the funds are strictly intended for the child's care and well-being. Caregivers are reminded that diverting these funds for personal use is illegal and subject to prosecution.",eng,machine,1
"“We will soon introduce the new SASSA cards via the Post Office and beneficiaries will be informed about the process to be followed,” Bhengu added. She also called on beneficiaries of social grants to ignore agents who claim that the current SASSA card has expired and is being replaced by another card.",eng,human,0
"Silalise iziguli zaso zokuqala ezili-10 mhla zi-8 kuNhlangulana. ENyakatho Ntshonalanga, amaqembu akha izibhedlela zibenkulu ngokwengeza izakhiwo.Isimo sokulungela iCOVID-19 e-GautengUNdunankulu wase-Gauteng uMnu u-David Makhura uthe isifundazwe sesi: nemibhede eyizi-8 301 yasesibhedlela ekhona njengamanje, khuculule izibhedlela ebezivele zikhona zenziwa njenge-zindawo zezinsiza zeCOV-ID-19, nokwenze ukuba kube khona imibhede engama-555 ejwayelekile kanye nemibhede engama-308 yabagula kakhulu, senze amagumbi eziguli angu nomphela kulezi zibhedlela i-Kopanong, i-Jubilee, i-Chris Hani Baragwanath kanye ne-George Mukhari, nokwengeze ngemibhede engama-800, futhi siqinisekise ukuthi isikhungo sezempilo sase-Nasrec sibe ne-mibhede engama-500 emisha. NgoNhlaba, uNdunankulu u-Makhura wemukela umnikelo oqhamuka kwizinkampani zezi-moto i-BMW kanye ne-Nissan ukusiza ukwakha isibhedle-la sesikhashana e-Rosslyn, e-Tshwane. Izibhedlela zesikhashana eMpumalanga KapaEMpumalanga Kapa, isibhedlela sesikhashana esinemibhede eyi-1 000 sakhiwelwe enkundleni yezemidla-lo iNelson Mandela Bay Stadium .",zul,human,0
"The Government Communication and Information System (GCIS) and Digify Africa recently hosted a webinar aimed at ensuring children remain safe while navigating the internet. In collaboration with Media Monitoring Africa (MMA) and the Film and Publication Board (FPB), the session addressed the growing challenges of digital safety for minors. The initiative sought to provide parents and educators with essential tools and knowledge to protect young people in an increasingly connected world.",eng,machine,1
"The economic status of women in South Africa makes them more vulnerable to abuse. We must therefore scale up support for women to enable them to become financially independent. We have made a number of commitments under Generation Equality that will be given effect to through the National Strate-gic Plan.Firstly, we are going to drive women’s economic inclusion through public procurement. We have set the target of en-suring that at least 40 percent of goods and services pro-cured by public entities are sourced from women-owned businesses.",eng,human,0
"Umnotho wethu awukhulanga kangako emi nyakeni eyishumi edlule, ikakhulu ngenxa yosizi lwa ngonyaka wezi-2008 lwezima li emhlabeni kanye nokwehla kokufunwa kwezimbiwa esizithumela kwamanye amazwe. Ngenxa yalokho, ingenisomali ibintengante nga futhi kwamele siboleke kakhulu ukuze sikwazi uku qhubeka nokukhokhela uku thuthukiswa, ingqalasizinda kanye namaholo. Ngaso lesi sikhathi, ukubanjwa kombu so ngobhongwane kanye nenkohlakalo kube nomthe lela ekubuseni, ekusebenze ni ngempumelelo kanye nasekuzinzeni kwezimali ezikhungweni eziningi zika -hulumeni, kubandakanya nezinkampani eziphethwe uhulumeni (SOEs). Imizamo eminyakeni emi bili edlule yokufukula umno tho nokuphinde kwakhiwe izikhungo isidicilelwe pha nsi ngusizi logesi, ukukhu la okucindezelekile kanye nokubeka omunye umthwalo ezimalini zikahulumeni.",zul,human,0
"Lokhu kuzibophezela kweMe lika, i-United Kingdom, i-France, i-Jalimane kanye noBumbano Lwamazwe aseYurophu kuhambisana neSivumelwano sase-Paris, esibophezela amazwe acebile ukuthi asekele ukukhishwa kwekhabhoni emazweni asathuthuka. Lolu tshalomali lweza mandla kagesi luzosisiza ukuthi sinqobe ukucishwa kukagesi ngenhloso yokuwonga izwe elibhe kene nakho njengamanje, njengoba indlela entsha yokuphehla ugesi isiqala. Utshalomali olusha oluningana kwizizinda zokugcinwa kolwazi amadatacentre kanye nezi ntambo ezihamba ngapha nsi kolwandle ngeke kunge nise nje utshalomali olusha kuphela, kodwa kuzohli nzeka nengqalasizinda edingekayo ekukhuleni kobuchwepheshe kanye nezimboni zezokuxhu mana. Ingxenye ebaluleke ka khulu yomkhankaso wethu wotshalomali ngumphu mela wezinguquko esi zenzayo emikhakheni efana nezamandla kagesi, ezokuxhumana, amanzi namachweba kanye no jantshi bezitimela.",zul,human,0
"Mashego matriculated in 2016 and was a top learner in his class, but had no means to pay for his studies. He successfully applied for funding from NSFAS for the 2018 academic year. “This gave me the opportunity to make my dream of studying engineering come true. Education plays a huge role in my personal development and it helps me to progress in all that I intend to achieve.",eng,human,0
"Ukukhula kwezindleko zokuphila kuguqule isimo semali, okwenza kube nzima ukuthenga ukudla kanye nezinto ezibalulekile. Sekumbe eqolo ukukhokhela izinsiza eziyizidingo, kanti nokusebenzisa izithuthi zomphakathi noma ezizimele sekuyisihlobo esinzima kakhulu kubantu. Ngenxa yalolu hlobo lwenkinga, kukhona isicelo sokuba umphakathi ubambisane ukuze kutholakale izindlela zokubhekana nalezi zindleko eziphezulu.",zul,machine,1
"When we add the remaining 17 days that South Africa will be under lockdown they will have been under lockdown for 82 days. It was wonderful to spend time with this diverse group of South Africans made up of all ages, languages and backgrounds. I was impressed by their resilience and courage and by their determination to remain healthy. They have come from the epicentre of the coronavirus in Wuhan in China and have seen the devastating impact this virus is wreaking on human life.",eng,human,0
"Ababambiqhaza banikwe ithuba lokuhola ukuze bakwazi ukuziphilisa, bafunda amakhono amasha futhi bathuthukisa abavele sebenawo, nokusebenzisa isipiliyoni sabo ukudlulela komunye umsebenzi noma ukuzidalela amathuba omsebenzi. Isibonelo, ababambiqhaza abaningi abaqashwa wuMnyango Wezemisebenzi Kahulumeni Nengqa lasizinda esigabeni sokuqala sezinhlelo ba kwazi ukuthola imisebenzi emkhakheni wezemise benzi ozimele ekupheleni kukaNdasa 2021. Iningi lalabo ababa sohlelweni lokuqala lokuba ngabasizi basezikoleni, nabo, bathola imisebenzi, sebehlome ngesipili yoni, ukuqeqeshwa kanye namareferensi. Izinhlelo ezaqaliswa ngoHlelo Lwezemisebenzi LukaMongameli ziphi-nde zasiza imiphakathi kabanzi.",zul,human,0
"Mashinini announced that all 22,932 voting centers will be open from 08:00 to 17:00 during the upcoming voter registration weekend. This initiative is specifically designed to facilitate the process for first-time voters to register. It serves as the final opportunity for eligible citizens to ensure they are registered to participate in the election.",eng,machine,1
"Yize zonke lezi zimo zingaphezu kwamandla ethu, uhulumeni wenza lokho angakwazi ukukwenza ukuvikela abantu baseNingizimu Afrika kumanani akhuphukayo amanje nangesikhathi esizayo. Enye yezinto ezinhle njengezwe iBhangengodla lethu eliqinile, elizimele elikwazile ukugcina ukwenyuka kwamanani emile, ngaphansi kwalokho amanye amazwe amaningi abhekene nakho. Kamuva nje simemezele ukuthi intela kaphethiloli izomiswa ezinye izinyanga ezimbili ukuya kuNcwaba, lokho okuzoletha ithuba lokuphefumula kancane kubantu emakhaya. Ukumiswa kwentela kulethe usizo olumqoka kubantu baseNingizimu Afrika selokhu kwaqala ngoMbasa.",zul,human,0
UGanuganu uyababonga kakhu lu abaphathi bakhe kanye nalabo asebenza nabo. “Ngifuna ukubabonga ngokunge sekela kwabo kanye nokunginika ithuba lokuthi ngikhule ngapha nsi kwesandl a sabo njengo mhlengikazi. Kuyinto enhle kakhulu ukusebenza nabantu abamese kayo umsebenzi osemusha kulowo mkhakha womsebenzi.”Umyalezo wakhe emphakathini uthi umphakathi kumele usize abahlengikazi ngokuzibophezela ekwenzeni okufanele. “Sisize ukuze nawe sizokusiza.,zul,human,0
South Africa has officially confirmed the presence of Monkeypox within the country. The National Health Laboratory Services (NHLS) announced the detection following a series of laboratory tests. Health officials are now monitoring the situation to prevent further spread of the virus.,eng,machine,1
"Marissa van Niekerk, a legal director at the Commission for Gender Equality, emphasizes the critical importance of registering customary marriages to ensure legal security for all parties involved. She explains that formal registration serves as a vital safeguard, protecting the rights of spouses and children particularly regarding inheritance and property. By documenting these unions, families can avoid costly legal disputes and secure a more stable future. Ultimately, registration transforms traditional agreements into legally recognized contracts that offer essential protection for the family unit.",eng,machine,1
"• Bahlanze izandla zabo ngensipho namanzi oku-ngenani imizuzwana enga-ma-20, ngaphambi kokuba bathinte imithi.• Bangalinge bayeke uku-dla imithi yokwelashwa ngaphandle uma kusho ungoti wezokunakekelwa kwempilo futhi bangabe-lani namuntu imithi yabo.• Bazame ukuvocavoca umzi-mba imizuzu engama-30 ngosuku.Umnyango uthi abantu abanesifo sikashukela bana-mathuba aphezulu okuhla-ngabezana nezimo zokugula okuqhamuka ne-COVID-19, kodwa ubungozi bokuthi lowo muntu angagcina egula kakhulu buncane uma nje izinga lakhe likashukela lilawuleka ngendlela eyiyo.“Ngokuvamile, abantu abanesifo sikashukela yibona abasemathubeni amaningi okuthi bahlangabezane ne-zimpawu ezibucayi kanye nobunzima uma besule-leke ngegciwane le-corona. Njengoba abantu abanesifo sikashukela besengcupheni enkulu yezimpawu ezibucayi ze-COVID-19, ukuziqhelelani-sa kubantu kuyagqugquzelwa lapho kungenzeka khona. Ukukhuluphala ngokweqile nakho kunobungozi bezimpa-wu ezibucayi ze-COVID-19. Ukwehla emzimbeni, lapho kungenzeka khona, kuya-gqugquzelwa.”Ukuba ngumqemaneEmva kokuba ehlaliswe yedwana izinsuku ezi-14, u-Mohammed wabuyela emse-benzini.",zul,human,0
"These include disputes relating to company names, directorship and exemption from establishing social and ethics committees. It also reviews compliance notices issued by the CIPC, relating to time extensions to prepare annual financial statements and convene annual general meetings. “The CT deals with various applications. During COVID-19, for example, we received many applications for an extension of the date to convene an annual general meeting,” said Chicktay.",eng,human,0
"Ukuthuthukiswa komnotho wabansundu kubonakala kuyimpoqo ekukhuleni komnotho, okubonakala ngokuthengiselwa komgudu kawoyela wase-East London. Lo mgudu obulawulwa inkampani i-BP Southern Africa, usuthengiselwe i-Wasaa, okuyinkampani ezimele yamakhemikhali kaphethiloli. I-Wasaa izuze yonke impahla kanye nezabelo zalo mgudu.",zul,machine,1
"Also, if the baby has other drinks, they won't suckle as often and you won't make enough milk.Question: Doesn't the baby need water when it is hot?Answer: No, the first milk (foremilk) has lots of water and quenches the baby's thirst. Just make sure you feed your baby often in hot weather.Question: When should I add other foods?Answer: After six months, continue breastfeeding as before, but add other foods as well. The baby is only ready to start learning about eating after 6 months.",eng,human,0
"SASSA spokesperson Paseka Letsatsi clarifies that while child grants are paid to caregivers, the funds are strictly intended for the child's welfare. Currently, the monthly grant amount is R480 per child. It is essential that these funds are used appropriately to ensure the child's needs are met and to prevent the misuse of the allowance.",eng,machine,1
"Alcohol consumption during pregnancy can cause irreversible harm to the health and development of your unborn child. For women struggling to overcome alcohol dependency, it is crucial to remember that you do not have to face this battle alone. We urge expectant mothers to visit their nearest local health clinic to access professional support and guidance. Taking this step is a vital act of love to ensure a safe and healthy future for your baby.",eng,machine,1
"Imisebenzi yomnotho enobungozi obuphezulu ayivumelekileImisebenzi enobungozi obuphezulu izoqhubeka nokungavumeleki. Le mi sebenzi ibandakanya: • Izindawo zokuhlala phansi udle, izindawo ezithengisa nezokuphuzela utshwala, ngapha ndle uma kuhanjiswa noma kulandwe ukudla.• Izindawo zokuhlala kanye nezindawo zokuhamba ngezindiza zalapha ekhaya, ngaphandle uma uhamba ngomsebenzi, okuzo vunyelwa ngezinsuku ezisazomenyezelwa ngokusemthethweni.• Izingqungquthela, imi cimbi, ukuzijabulisa kanye nemidlalo.• Ukuzicwala, okubandakanya ukulungiswa kwezinwele kanye nemisebenzi nokuziphaqu la. Ukuhamba kwabantu kanye nokuthengiswa kotshwalaAbantu bazovunyelwa ukuba bakwazi ukuzivocavoca noma nini ngezikhathi zasemini, kuye ngokuthi lokho abakwenzi ngamaqembu. Umthetho we washi ovimbela ukuhamba kwabantu uzosuswa.“Utshwala bungathengi swa ukuphuzelwa ekhaya ngaphansi kwemigomo eqinileyo, ngezinsuku ezithile futhi ngamahora athile.",zul,human,0
"I recently visited eThekwini in KwaZuluNatal to meet with business people in the city to lend our support to their efforts to restore their operations. When this natural disaster struck, there was some concern that authorities had neither the capacity nor the will to respond efficiently and effectively to the dire situation of those who had lost everything. Having paid my second visit to the city since the floods, I am clear that this concern was misplaced. In KwaZulu-Natal, as in the Eastern Cape and North West, all stakeholders have been hard at work to recover from these tragic events.",eng,human,0
"Recent statistics from the World Health Organization (WHO) reveal a critical global health crisis, with more than 700,000 people dying by suicide every year. This staggering figure indicates that suicide accounts for approximately one out of every 100 deaths worldwide. There is an urgent call for increased awareness and prevention efforts to address this growing tragedy and provide essential support to those in need.",eng,machine,1
"School feeding programs play a vital role in ensuring that children do not go hungry. By providing nutritious meals, these initiatives aim to combat malnutrition and reduce hunger among students. This support significantly enhances their ability to focus and learn effectively in the classroom. Furthermore, these programs help improve school attendance rates, particularly in underprivileged communities.",eng,machine,1
"Abezindaba baseNingizimu Afrika badlala indima ebalulekile ekugcineni intando yeningi labantu. Ngokubika iqiniso nokuhlola izenzo zeziphathimandla, bavimba ukuhlukunyezwa kwamalungelo abantu nokukhohliseka kwamandla. Lokhu kwenza ukuthi izinhlelo zobulungiswa zisebenze ngendlela efanele, kuqinisekiswe ukuthi kukhona ukubona. Ngakho-ke, abezindaba bayinsika eqinile eqinisekisa ukuthi izwi labantu liyizwa futhi lihlonishwa embizweni wedemokrasi.",zul,machine,1
"Nomagcinandile Suduka, a 27-year-old entrepreneur from Mooiplaas, is expanding her family's wealth through her agricultural venture, 4 U and 4 Me Primary Cooperative. To overcome the challenges brought by the pandemic, she has received essential COVID-19 support for her small-scale farming operation. This assistance helps young farmers like Suduka sustain their businesses and contribute to local food security. Such initiatives highlight the importance of providing financial aid to youth in agriculture to ensure long-term economic stability.",eng,machine,1
■ Ukungasabalaliswa ngokuli nganayo kwamahhovisi ngo kusekela ezibalweni zabantu. ■ Ukukhishwa kwemibiko enge yona ngokuphathelene nokuqedwa komazisi abalu hlaza abanamagabelo. • Ukungabi sezingeni kwezi mpawu ezikhombisa okuthile emahhovisi. Kukhona amahhovisi Omnya ngo Wezasekhaya angama-184 kuphela akwazi ukuthwebula noma ukuthatha izithombe kanye nezikhungo ezihlinzeka ngezinye izinsiza ezingama-411 ezweni lonkana.,zul,human,0
